,texto,sentiment,probabilities
1128,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1129,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1130,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1131,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1132,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1133,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1134,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1135,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1136,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1137,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1138,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1139,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1140,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1141,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1142,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1143,"Livro Bege: Economia dos EUA desacelerou e empresas têm tido dificuldade em repassar custos Segundo o documento, quatro distritos onde o banco central americano está presente mostraram “crescimento modesto”; dois relataram estabilidade ou ligeira queda; e seis, redução leve da atividade",0,"[[0.9912191033363342, 0.007970040664076805, 0.000810809840913862]]"
1144,Loja física amplia espaço para o mundo digital Presidente do Walmart nos EUA alerta para inflação e guerra,1,"[[0.0007372520049102604, 0.9871984124183655, 0.012064255774021149]]"
1145,"Lojas aumentam preços na reta final da Black Friday, mostra pesquisa Celulares, lavadoras, geladeiras e televisões têm registrado aumento de preço, de acordo com uma pesquisa do grupo ZoomBuscapé",1,"[[0.10688269883394241, 0.5352585315704346, 0.3578587770462036]]"
1146,"Lojista aumenta preço para não vender na rede Para evitar que recebíveis de cartões fiquem retidos, vendedores chegam a anunciar, por exemplo, notebooks por até R$ 40 mil, o dobro do valor cobrado pela concorrência",1,"[[0.02025594934821129, 0.9742291569709778, 0.00551491416990757]]"
1147,"Lojistas dobram preço no site da Americanas para evitar vendas e retenção No shopping virtual da Americanas, um notebook chega a R$ 40 mil; lojas temem não receber por itens vendidos",1,"[[0.14113596081733704, 0.8553907871246338, 0.0034732213243842125]]"
1148,Loungerie vai elevar aposta no digital ,1,"[[0.00019048107787966728, 0.9995436072349548, 0.00026586707099340856]]"
1149,Lubrax vai triplicar produção em busca da liderança Vibra Energia investirá R$ 100 milhões em uma nova unidade para elevar a capacidade de produção para 300 milhões de litros de óleo lubrificante por ano,2,"[[0.0005601723678410053, 0.14944075047969818, 0.8499991297721863]]"
1150,"Lucro da Allos cai 88% no 3º trimestre A operadora de shoppings, surgida da união entre Aliansce Sonae e BR Malls informou lucro líquido pró-forma de R$ 23,6 milhões, no período",0,"[[0.5914195775985718, 0.4063190221786499, 0.002261372981593013]]"
1151,"Lucro da M. Dias Branco cresce 32,8% no 3º tri, com geração de caixa recorde e avanço da marca Piraquê Receita operacional líquida, porém, recuou 8,1% no comparativo anual e somou R$ 2,73 bilhões",2,"[[0.0005395945627242327, 0.0025455388240516186, 0.9969148635864258]]"
1152,"Lucro da Track & Field avança 11% no 3º trimestre Já a receita líquida avançou 19% no período, em relação ao mesmo trimestre sde 2022",2,"[[0.00025301575078628957, 0.0026172564830631018, 0.9971297383308411]]"
1153,"Luiza Trajano cobra “um Brasil para já no evento de abertura do Conselhão Não tem direita e nem esquerda. Chega de diagnóstico. Queremos um Brasil para já”, disse",1,"[[0.00033881995477713645, 0.9977732300758362, 0.0018878683913499117]]"
1154,"Luiza Trajano diz que espera sinal de redução de juros em próxima reunião do Copom   Empresária criticou a alta da Selic, atualmente em 13,75% ao ano, e disse que o patamar elevado prejudica o consumidor e os pequenos empresários",0,"[[0.991102933883667, 0.0072172172367572784, 0.001679824898019433]]"
1155,"Luiza Trajano faz vídeo para ‘vender’ carnê do Magazine Luiza, e ação sobe na bolsa Lembra o carnêzinho gostoso, em prestações que você pode pagar e [ele] ainda vai dar descontinho nos juros. A gente aguarda vocês, diz a presidente do conselho de administração do Magazine Luiza",1,"[[0.023191461339592934, 0.974467396736145, 0.0023412208538502455]]"
1156,Luiza Trajano volta à lista de bilionários da Forbes; veja valor da fortuna Ela havia deixado a lista após impactos da crise das Americanas nas ações das varejistas brasileiras,1,"[[0.004258898552507162, 0.9908773303031921, 0.004863837733864784]]"
1157,"Luiza Trajano volta à lista de bilionários da Forbes  Empresária acumula patrimônio de US$ 1,1 bilhão e aparece na 50ª colocação do ranking nacional",1,"[[0.0009134856518357992, 0.5651921033859253, 0.43389442563056946]]"
1158,Lula almoça com elite empresarial na Fiesp para discutir agenda econômica Evento foi agendado pela campanha do ex-presidente,1,"[[0.00020587230392266065, 0.9992984533309937, 0.0004957348573952913]]"
1159,"Lula defende mexer com o coração do presidente do BC para baixar juros O presidente ainda reiterou prioridade de investimento do BNDES e citou que nem tudo que se investe em custeio é gasto, senão a gente fica amarrado no conceito de estabilidade fiscal",1,"[[0.000809897726867348, 0.9929006099700928, 0.00628956314176321]]"
1160,"Lula diz que Brasil está ‘surpreendendo’ e aposta em crescimento de 3% em 2023 “Muita gente achava que a gente ia crescer 0,8%. Já vão ser 2,2 pontos a mais”, disse Lula em evento no BNDES, no Rio",1,"[[0.01869182474911213, 0.6805764436721802, 0.30073171854019165]]"
1161,"Lula diz que economia não vai decepcionar em 2024, e que expansão é decisão política, não fiscal Presidente fez afirmações ao citar como exemplo de supostos obstáculos ao crescimento a Lei de Responsabilidade Fiscal (LRF) e o déficit no orçamento",1,"[[0.4140864610671997, 0.5779340267181396, 0.007979589514434338]]"
1162,Lula estimula BNDES a ‘pedir dinheiro’ para Haddad e não ficar ‘comendo pão seco com mortadela’ O presidente afirmou nesta quarta-feira (6) que o governo tem a obrigação de “arrumar dinheiro e fazer esse país crescer”,1,"[[0.0030845750588923693, 0.9465454816818237, 0.050369828939437866]]"
1163,"Lula faz balanço do primeiro ano de governo, pede união e diz esperar ‘colheita generosa’ em 2024 Em pronunciamento em rede nacional na véspera de Natal, presidente cita perspectiva de crescimento econômico e pede união ao citar atos golpistas de 8 de janeiro",1,"[[0.0005924554425291717, 0.9934995174407959, 0.005908152554184198]]"
1164,"Lula não vai a evento com varejistas por problema estomacal; Alckmin e Mercandante falam no encontro Petista participaria de reunião com integrantes do Instituto para o Desenvolvimento do Varejo (IDV), do qual fazem parte Luiza Trajano (Magalu) e Flávio Rocha (Riachuelo)",1,"[[0.09479258209466934, 0.9023141264915466, 0.002893247175961733]]"
1165,"Lula promete renegociar dívidas de 80 milhões de brasileiros e baratear crédito Petista afirmou que, se eleito, criará um fundo garantidor para assegurar o pagamento de empréstimos contratados pela população; candidato participa de ato ao lado de governador afastado pela Justiça",1,"[[0.00374979292973876, 0.8387984037399292, 0.1574518233537674]]"
1166,Lula recebe ministros na Granja do Torto e presidente do BC está entre os convidados Ambos começaram a se aproximar depois que o Comitê de Política Monetária (Copom) iniciou uma sequência de quatro cortes seguidos na taxa básica de juros (Selic),1,"[[0.0004211795749142766, 0.9985358715057373, 0.001042978256009519]]"
1167,"Lula reúne cúpula política de Alagoas para discutir rompimento de mina da Braskem Lira, Renan, prefeito de Maceió e governador do Estado estarão hoje no Palácio do Planalto",1,"[[0.0010349367512390018, 0.9971829652786255, 0.0017821375513449311]]"
1168,"Lula se reúne com secretário-geral da Opep e presidente da Petrobras Encontro irá acontecer às 10h, desta quinta-feira, no Palácio da Alvorada, já que o presidente continua se recuperando de uma cirurgia no quadril",1,"[[0.00043726747389882803, 0.9977465271949768, 0.001816213596612215]]"
1169,Lula tem indisposição e falta a encontro com empresários do varejo em São Paulo Ex-presidente teve indisposição estomacal e varejistas pediram a manutenção da reforma trabalhista a Alckmin e Mercadante,0,"[[0.9402485489845276, 0.05780333653092384, 0.0019480905029922724]]"
1170,"Lula viaja em meio à crescente insatisfação de parlamentares Presidente ficará 9 dias fora do país, para participar da COP 28 em Dubai; deputados e senadores reclamam de acordos não cumpridos",1,"[[0.19078588485717773, 0.8030616641044617, 0.006152444519102573]]"
1171,"Lwart investirá R$ 1 bi para ampliar rerrefino de óleos lubrificantes Unidade de Lençóis Paulista vai elevar em 50% a capacidade de produção de óleo básico reciclado, que volta para o processo de produção",2,"[[0.00029695729608647525, 0.0072397333569824696, 0.9924633502960205]]"
1172,Líderes acertam direção dos juros no Brasil e no exterior Gestoras superaram crise de crédito desmontando posições e aproveitando correção de preços para comprar ativos,2,"[[0.0026561557315289974, 0.03670373186469078, 0.9606400728225708]]"
1173,"MB e Vórtx oferecerão ativo digital para fundos brasileiros Hoje, gestores fazem esse tipo de investimento apenas por meio de estruturas no exterior",1,"[[9.43252889555879e-05, 0.9982861876487732, 0.0016193609917536378]]"
1174,"MB passa a oferecer cripto na plataforma Invight de investimentos e educação financeira Os usuários, no entanto, precisarão ter conta no Mercado Bitcoin para negociar ativos digitais",1,"[[0.00012290534505154938, 0.9994021654129028, 0.000474849744932726]]"
1175,Macan elétrico tem 611 cv e chega ao Brasil em 2024 ‘Autoesporte’ foi até a Alemanha para conferir todos os detalhes da nova geração do carro mais vendido pela marca alemã no mundo,1,"[[0.00010798369476106018, 0.9982232451438904, 0.0016688188770785928]]"
1176,"Magalu Games anuncia desenvolvimento do seu primeiro jogo eletrônico para consoles Desenvolvido em parceria com a DX Gameworks, o game é baseado no primeiro livro da trilogia “A Lenda de Ruff Ghanor”, escrito por Leonel Caldela, e inspirado no podcast Especial RPG criado pelo site Jovem Nerd",1,"[[0.0001208061512443237, 0.9976232647895813, 0.0022559608332812786]]"
